Date,HomeTeam,AwayTeam,HomeBookings,AwayBookings,HomeCorners,AwayCorners,Referee
2025-11-29,Paris FC,Auxerre,2,1,4,3,F Letexier
2025-11-30,Strasbourg,Brest,0,3,5,0,B Dechepy
2025-12-07,Auxerre,Metz,2,1,5,3,E Wattellier
2025-12-07,Le Havre,Paris FC,0,2,7,2,R Buquet
2025-12-05,Lille,Marseille,1,1,2,5,J Brisard
2025-12-07,Lorient,Lyon,2,5,1,7,M Vernice
2025-12-06,Nantes,Lens,2,0,1,12,B Bastien
2025-12-07,Nice,Angers,2,1,4,1,H Ben El Hadj
2025-12-06,Paris SG,Rennes,0,4,8,6,M Bollengier
2025-12-05,Brest,Monaco,3,4,2,3,T Léonard
2025-12-06,Toulouse,Strasbourg,3,3,1,2,S Frappart
2025-12-12,Angers,Nantes,1,2,6,3,S Frappart
2025-12-14,Auxerre,Lille,7,4,10,3,J Pignard
2025-12-13,Metz,Paris SG,2,1,4,4,R Lissorgue
2025-12-14,Marseille,Monaco,2,1,3,7,F Letexier
2025-12-14,Lyon,Le Havre,2,4,5,4,M Bollengier
2025-12-13,Paris FC,Toulouse,3,1,7,4,B Dechepy
2025-12-14,Lens,Nice,0,2,2,5,W Delajod
2025-12-14,Strasbourg,Lorient,1,0,11,3,G Angoula
2025-12-13,Rennes,Brest,2,3,5,7,B Millot
2026-01-03,Monaco,Lyon,3,3,7,2,J Brisard
2026-01-04,Le Havre,Angers,1,1,6,6,H Ben El Hadj
2026-01-03,Lille,Rennes,2,1,4,7,E Wattellier
2026-01-04,Lorient,Metz,1,2,4,4,G Paradis
2026-01-03,Nice,Strasbourg,1,2,5,7,C Turpin
2026-01-04,Marseille,Nantes,4,3,6,3,M Bollengier
2026-01-04,Paris SG,Paris FC,1,0,7,1,B Bastien
2026-01-04,Brest,Auxerre,3,2,7,6,J Stinat
2026-01-02,Toulouse,Lens,3,3,2,8,M Vernice
2026-01-17,Angers,Marseille,1,1,6,2,R Buquet
2026-01-16,Monaco,Lorient,1,0,4,3,W Delajod
2026-01-18,Nantes,Paris FC,1,3,1,2,B Millot
2026-01-18,Lyon,Brest,2,1,5,0,R Lissorgue
2026-01-16,Paris SG,Lille,0,1,4,2,J Brisard
2026-01-17,Lens,Auxerre,2,5,1,5,B Dechepy
2026-01-18,Strasbourg,Metz,2,3,4,1,J Pignard
2026-01-18,Rennes,Le Havre,1,4,10,6,S Frappart
2026-01-17,Toulouse,Nice,1,2,6,7,G Angoula
2026-01-24,Le Havre,Monaco,0,3,5,6,M Bollengier
2026-01-25,Lille,Strasbourg,2,2,8,1,W Delajod
2026-01-25,Metz,Lyon,1,0,6,4,E Wattellier
2026-01-25,Nantes,Nice,3,3,4,2,H Ben El Hadj
2026-01-24,Marseille,Lens,1,3,2,2,B Bastien
2026-01-25,Paris FC,Angers,1,1,2,1,T Léonard
2026-01-25,Brest,Toulouse,2,3,3,2,G Paradis
2026-01-24,Rennes,Lorient,2,0,9,3,C Turpin
2026-01-31,Lorient,Nantes,4,5,1,4,B Dechepy
2026-02-01,Nice,Brest,5,3,6,5,S Frappart
2026-02-01,Lyon,Lille,1,4,2,7,F Letexier
2026-01-31,Paris FC,Marseille,1,4,4,4,J Pignard
2026-01-30,Lens,Le Havre,1,2,4,3,J Stinat
2026-02-01,Strasbourg,Paris SG,1,1,5,6,E Wattellier
2026-02-01,Toulouse,Auxerre,1,2,5,4,R Lissorgue
2026-02-06,Metz,Lille,1,1,1,6,G Paradis
2026-02-07,Nantes,Lyon,4,4,5,4,M Vernice
2026-02-08,Nice,Monaco,2,2,8,6,B Bastien
2026-02-08,Paris SG,Marseille,2,2,5,2,W Delajod
2026-02-07,Lens,Rennes,5,2,4,4,J Pignard
2026-02-07,Brest,Lorient,2,0,7,7,G Angoula
2026-02-15,Le Havre,Toulouse,3,4,1,10,J Brisard
2026-02-14,Lille,Brest,0,1,13,1,H Ben El Hadj
2026-02-15,Metz,Auxerre,2,2,4,3,M Bollengier
2026-02-14,Marseille,Strasbourg,4,2,5,5,F Letexier
2026-02-15,Lyon,Nice,3,1,8,5,T Léonard
2026-02-14,Paris FC,Lens,2,1,3,5,B Dechepy
2026-02-13,Rennes,Paris SG,0,0,5,8,B Bastien
2026-02-22,Strasbourg,Lyon,1,2,4,2,R Buquet
2026-05-10,Paris SG,Brest,0,0,13,2,J Brisard
2026-05-08,Lens,Nantes,2,1,8,3,M Vernice
2026-05-10,Rennes,Paris FC,0,2,8,2,T Léonard
2026-05-10,Toulouse,Lyon,7,2,7,8,B Dechepy
2025-09-28,Lille,Lyon,4,4,3,4,M Vernice
2025-09-27,Lorient,Monaco,2,4,2,4,R Buquet
2025-09-27,Paris SG,Auxerre,1,2,5,5,T Léonard
2025-10-05,Lyon,Toulouse,1,3,8,5,T Léonard
2025-10-05,Lille,Paris SG,1,1,3,5,B Bastien
2025-10-04,Auxerre,Lens,3,8,2,2,F Letexier
2025-10-05,Strasbourg,Angers,2,2,2,5,G Paradis
2025-10-05,Le Havre,Rennes,1,2,3,4,J Pignard
2025-10-04,Metz,Marseille,0,0,4,4,C Turpin
2025-10-04,Brest,Nantes,2,1,12,3,G Angoula
2025-10-05,Monaco,Nice,1,4,6,7,W Delajod
2025-10-03,Paris FC,Lorient,0,3,1,5,B Millot
2025-10-17,Paris SG,Strasbourg,2,1,4,1,C Turpin
2025-10-19,Nantes,Lille,1,4,5,9,T Léonard
2025-10-18,Marseille,Le Havre,2,2,2,1,B Dechepy
2025-10-19,Lorient,Brest,3,2,5,2,M Bollengier
2025-10-19,Rennes,Auxerre,1,3,6,2,E Wattellier
2025-10-18,Angers,Monaco,2,2,10,3,J Stinat
2025-10-19,Toulouse,Metz,2,2,5,1,F Letexier
2025-10-19,Lens,Paris FC,2,2,11,3,G Angoula
2025-10-18,Nice,Lyon,1,2,1,16,J Brisard
2025-10-26,Lyon,Strasbourg,0,5,4,2,E Wattellier
2025-10-25,Lens,Marseille,3,3,4,8,S Frappart
2025-10-26,Auxerre,Le Havre,2,2,13,5,H Ben El Hadj
2025-10-25,Monaco,Toulouse,3,4,2,5,G Paradis
2025-10-26,Lille,Metz,3,2,7,8,B Millot
2025-10-25,Brest,Paris SG,1,1,2,7,J Pignard
2025-10-26,Rennes,Nice,5,2,7,3,M Bollengier
2025-10-26,Angers,Lorient,1,0,1,6,B Bastien
2025-10-24,Paris FC,Nantes,3,2,8,2,R Buquet
2025-11-02,Nantes,Metz,1,3,8,5,G Angoula
2025-11-02,Toulouse,Le Havre,1,2,10,2,J Stinat
2025-11-02,Lille,Angers,1,0,9,2,J Brisard
2025-11-01,Paris SG,Nice,3,1,11,1,F Letexier
2025-11-01,Monaco,Paris FC,3,2,3,2,E Wattellier
2025-11-02,Brest,Lyon,1,1,12,2,C Turpin
2025-11-02,Lens,Lorient,2,2,7,6,J Pignard
2025-11-01,Auxerre,Marseille,4,5,3,3,B Bastien
2025-11-02,Rennes,Strasbourg,1,1,6,5,T Léonard
2026-01-23,Auxerre,Paris SG,0,1,2,7,M Vernice
2026-02-01,Angers,Metz,2,3,4,3,B Millot
2026-01-31,Monaco,Rennes,1,2,5,2,R Buquet
2026-02-08,Angers,Toulouse,3,2,3,5,C Turpin
2026-02-08,Le Havre,Strasbourg,2,2,9,3,A Kherradji
2026-02-08,Auxerre,Paris FC,1,4,7,4,F Letexier
2026-02-15,Lorient,Angers,0,0,3,2,S Frappart
2026-02-13,Monaco,Nantes,6,2,9,3,E Wattellier
2026-02-21,Lens,Monaco,2,2,7,2,W Delajod
2026-02-20,Brest,Marseille,1,4,3,2,R Lissorgue
2026-02-22,Angers,Lille,3,1,1,7,M Vernice
2026-02-21,Paris SG,Metz,0,2,4,1,A Kherradji
2026-02-22,Nantes,Le Havre,4,3,5,6,J Pignard
2026-02-22,Auxerre,Rennes,1,4,4,5,G Angoula
2026-02-21,Toulouse,Paris FC,2,5,12,3,B Millot
2026-02-22,Nice,Lorient,2,3,3,7,J Stinat
2026-02-28,Monaco,Angers,0,3,5,2,G Paradis
2026-02-28,Rennes,Toulouse,1,3,6,1,S Frappart
2026-03-01,Paris FC,Nice,7,2,8,6,H Ben El Hadj
2026-02-27,Strasbourg,Lens,2,2,2,8,C Turpin
2026-03-01,Marseille,Lyon,3,2,8,1,J Brisard
2026-02-28,Le Havre,Paris SG,3,0,3,3,M Bollengier
2026-03-01,Lille,Nantes,3,1,4,1,T Léonard
2026-03-01,Lorient,Auxerre,1,3,3,7,R Buquet
2026-03-01,Metz,Brest,2,2,12,4,J Stinat
2026-03-07,Nantes,Angers,1,1,3,4,W Delajod
2026-03-06,Paris SG,Monaco,1,3,7,3,R Buquet
2026-03-07,Auxerre,Strasbourg,1,2,5,4,J Pignard
2026-03-08,Lyon,Paris FC,2,0,8,2,E Wattellier
2026-03-07,Toulouse,Marseille,2,3,4,2,B Dechepy
2026-03-08,Lille,Lorient,3,1,5,1,A Kherradji
2026-03-08,Lens,Metz,0,3,6,4,M Vernice
2026-03-08,Nice,Rennes,2,1,7,1,R Lissorgue
2026-03-08,Brest,Le Havre,3,1,1,3,B Bastien
2026-03-13,Marseille,Auxerre,4,2,9,2,M Bollengier
2026-03-15,Le Havre,Lyon,2,3,2,2,J Stinat
2026-03-14,Monaco,Brest,2,1,3,8,J Pignard
2026-03-15,Rennes,Lille,2,5,5,2,J Brisard
2026-03-14,Lorient,Lens,2,3,1,10,T Léonard
2026-03-15,Metz,Toulouse,0,3,4,4,G Angoula
2026-03-14,Angers,Nice,1,3,7,6,F Letexier
2026-04-22,Paris SG,Nantes,2,1,7,6,C Turpin
2026-03-15,Strasbourg,Paris FC,1,0,12,4,B Millot
2026-03-21,Toulouse,Lorient,2,3,1,4,G Paradis
2026-03-22,Lyon,Monaco,1,3,2,6,F Letexier
2026-03-22,Nantes,Strasbourg,3,3,3,6,M Vernice
2026-03-22,Paris FC,Le Havre,1,1,9,5,C Turpin
2026-03-22,Marseille,Lille,1,3,6,4,B Bastien
2026-03-21,Auxerre,Brest,1,4,6,3,H Ben El Hadj
2026-03-21,Nice,Paris SG,2,1,2,5,W Delajod
2026-03-22,Rennes,Metz,1,3,8,2,B Dechepy
2026-03-20,Lens,Angers,0,0,7,3,S Frappart
2026-04-05,Monaco,Marseille,2,2,0,8,C Turpin
2026-04-05,Metz,Nantes,2,2,6,3,J Brisard
2026-04-04,Brest,Rennes,3,3,3,7,M Bollengier
2026-04-05,Le Havre,Auxerre,2,2,5,5,B Millot
2026-04-05,Lorient,Paris FC,1,2,5,6,G Angoula
2026-04-04,Lille,Lens,3,2,3,3,F Letexier
2026-04-04,Strasbourg,Nice,0,2,4,10,T Léonard
2026-04-03,Paris SG,Toulouse,0,1,5,2,E Wattellier
2026-04-05,Angers,Lyon,3,0,3,7,R Buquet
2026-04-12,Nice,Le Havre,1,1,5,2,A Kherradji
2026-04-12,Toulouse,Lille,3,0,4,2,H Ben El Hadj
2026-05-13,Brest,Strasbourg,0,1,5,4,B Millot
2026-04-12,Lyon,Lorient,4,1,4,6,B Bastien
2026-04-10,Paris FC,Monaco,1,0,1,11,E Wattellier
2026-04-11,Auxerre,Nantes,0,4,3,2,W Delajod
2026-05-13,Lens,Paris SG,0,1,6,3,B Bastien
2026-04-11,Rennes,Angers,0,2,11,3,M Vernice
2026-04-10,Marseille,Metz,1,2,7,4,S Frappart
2026-04-18,Lille,Nice,3,1,5,3,B Dechepy
2026-04-19,Metz,Paris FC,2,2,6,5,J Stinat
2026-04-19,Strasbourg,Rennes,0,1,2,9,R Buquet
2026-04-18,Lorient,Marseille,0,3,1,7,E Wattellier
2026-04-19,Paris SG,Lyon,5,1,13,5,J Brisard
2026-04-17,Lens,Toulouse,1,2,14,1,J Pignard
2026-04-18,Angers,Le Havre,1,4,4,3,M Bollengier
2026-04-19,Nantes,Brest,3,2,11,0,G Paradis
2026-04-19,Monaco,Auxerre,2,3,11,3,T Léonard
2026-04-26,Rennes,Nantes,3,2,6,8,B Bastien
2026-04-25,Toulouse,Monaco,3,2,4,2,C Turpin
2026-04-25,Angers,Paris SG,0,3,5,4,J Stinat
2026-04-26,Le Havre,Metz,3,1,6,4,F Letexier
2026-04-24,Brest,Lens,3,3,0,6,S Frappart
2026-04-25,Lyon,Auxerre,1,2,6,3,R Buquet
2026-04-26,Marseille,Nice,4,1,7,1,W Delajod
2026-04-26,Lorient,Strasbourg,1,2,9,7,B Millot
2026-04-26,Paris FC,Lille,7,3,7,3,M Vernice
2026-05-02,Paris SG,Lorient,1,1,12,2,B Dechepy
2026-05-03,Lille,Le Havre,2,3,14,5,G Paradis
2026-05-03,Auxerre,Angers,2,5,4,6,E Wattellier
2026-05-02,Metz,Monaco,0,2,5,9,R Buquet
2026-05-03,Strasbourg,Toulouse,1,3,8,3,G Angoula
2026-05-02,Nice,Lens,2,4,7,8,T Léonard
2026-05-02,Nantes,Marseille,1,3,7,8,J Pignard
2026-05-03,Paris FC,Brest,2,1,7,3,M Bollengier
2026-05-03,Lyon,Rennes,0,3,7,5,C Turpin
2026-05-10,Metz,Lorient,2,2,7,4,J Stinat
2026-05-10,Auxerre,Nice,1,0,10,1,F Letexier
2026-05-10,Le Havre,Marseille,4,2,3,0,B Bastien
2026-05-10,Angers,Strasbourg,3,2,0,2,H Ben El Hadj
2026-05-10,Monaco,Lille,1,3,5,2,C Turpin
2026-05-17,Lorient,Le Havre,2,1,5,1,C Turpin
