Date,HomeTeam,AwayTeam,HomeBookings,AwayBookings,HomeCorners,AwayCorners,Referee
2025-05-18,Osasuna,Espanol,1,1,8,6,F Hernández Maeso
2025-05-25,Ath Bilbao,Barcelona,1,0,2,6,P González Fuertes
2025-05-23,Betis,Valencia,1,3,3,2,V García Verdura
2025-05-24,Real Madrid,Sociedad,0,0,11,4,M Melero López
2025-05-24,Alaves,Osasuna,2,2,5,9,G Cuadra Fernández
2025-05-24,Leganés,Real Valladolid,0,1,3,4,C Soto Grado
2025-05-24,Espanol,Las Palmas,3,2,3,6,A Muñíz Ruiz
2025-05-25,Girona,Ath Madrid,0,0,1,8,J Gil Manzano
2025-05-24,Getafe,Celta,4,4,2,6,J Martínez Munuera
2025-05-24,Vallecano,Mallorca,2,2,11,2,R De Burgos Bengoetxea
2025-05-25,Villarreal,Sevilla,0,1,3,5,Javier Alberola Rojas
2025-08-17,Ath Bilbao,Sevilla,0,2,10,1,F Hernández Maeso
2025-08-17,Celta,Getafe,3,2,9,3,I Galech Apezteguía
2025-08-16,Alaves,Levante,0,1,10,1,M Sesma Espinosa
2025-08-18,Elche,Betis,0,1,1,3,V García Verdura
2025-08-17,Espanol,Ath Madrid,3,3,1,3,M Busquets Ferrer
2025-08-15,Girona,Vallecano,1,1,2,4,Javier Alberola Rojas
2025-08-16,Mallorca,Barcelona,6,1,3,6,J Munuera Montero
2025-08-19,Real Madrid,Osasuna,1,1,7,0,A Cordero Vega
2025-08-16,Valencia,Sociedad,1,2,8,7,J Sánchez Martínez
2025-08-15,Villarreal,Real Oviedo,1,3,10,1,A Muñíz Ruiz
2025-08-25,Ath Bilbao,Vallecano,0,4,3,6,J Martínez Munuera
2025-08-23,Ath Madrid,Elche,0,3,10,2,C Soto Grado
2025-08-23,Levante,Barcelona,3,1,0,11,A Hernández Hernández
2025-08-23,Mallorca,Celta,3,3,3,4,J Guzmán Mansilla
2025-08-24,Osasuna,Valencia,2,2,3,4,J Gil Manzano
2025-08-22,Betis,Alaves,2,3,5,2,M Ortiz Arias
2025-08-24,Real Oviedo,Real Madrid,2,1,1,9,R De Burgos Bengoetxea
2025-08-24,Sociedad,Espanol,2,2,5,2,A Quintero González
2025-08-25,Sevilla,Getafe,2,2,5,3,I Díaz de Mera Escuderos
2025-08-24,Villarreal,Girona,1,2,8,1,G Cuadra Fernández
2025-08-31,Celta,Villarreal,1,1,1,5,A Quintero González
2025-08-30,Alaves,Ath Madrid,2,3,1,6,V García Verdura
2025-08-29,Elche,Levante,1,2,4,2,I Galech Apezteguía
2025-08-31,Espanol,Osasuna,2,3,2,3,M Sesma Espinosa
2025-08-30,Girona,Sevilla,0,2,11,3,M Ortiz Arias
2025-08-31,Vallecano,Barcelona,4,1,9,4,M Busquets Ferrer
2025-08-31,Betis,Ath Bilbao,1,5,4,10,I Díaz de Mera Escuderos
2025-08-30,Real Madrid,Mallorca,2,0,4,5,J Sánchez Martínez
2025-08-30,Real Oviedo,Sociedad,2,1,1,10,A Cordero Vega
2025-08-29,Valencia,Getafe,2,0,8,6,F Hernández Maeso
2025-09-13,Ath Bilbao,Alaves,2,4,6,6,J Sánchez Martínez
2025-09-13,Ath Madrid,Villarreal,2,4,8,3,J Munuera Montero
2025-09-14,Barcelona,Valencia,0,1,5,4,G Cuadra Fernández
2025-09-14,Celta,Girona,0,3,10,3,A Cordero Vega
2025-09-15,Espanol,Mallorca,3,1,3,9,A Hernández Hernández
2025-09-13,Getafe,Real Oviedo,2,6,4,3,J Guzmán Mansilla
2025-09-14,Levante,Betis,4,2,4,12,A Muñíz Ruiz
2025-09-14,Osasuna,Vallecano,3,2,3,6,C Soto Grado
2025-09-13,Sociedad,Real Madrid,2,2,12,4,J Gil Manzano
2025-09-12,Sevilla,Elche,4,3,2,2,Javier Alberola Rojas
2025-09-21,Barcelona,Getafe,2,4,3,2,R De Burgos Bengoetxea
2025-09-20,Alaves,Sevilla,1,7,4,4,I Galech Apezteguía
2025-09-21,Elche,Real Oviedo,2,2,3,3,M Sesma Espinosa
2025-09-20,Girona,Levante,6,3,5,4,A Quintero González
2025-09-21,Mallorca,Ath Madrid,0,1,3,6,F Hernández Maeso
2025-09-21,Vallecano,Celta,1,1,5,7,V García Verdura
2025-09-19,Betis,Sociedad,3,6,3,5,M Busquets Ferrer
2025-09-20,Real Madrid,Espanol,2,0,5,3,J Martínez Munuera
2025-09-20,Valencia,Ath Bilbao,1,2,5,6,M Ortiz Arias
2025-09-20,Villarreal,Osasuna,2,4,7,0,I Díaz de Mera Escuderos
2025-09-23,Ath Bilbao,Girona,0,2,8,1,J Munuera Montero
2025-09-24,Ath Madrid,Vallecano,3,5,8,6,A Hernández Hernández
2025-08-27,Celta,Betis,1,2,10,4,J Gil Manzano
2025-09-23,Espanol,Valencia,1,4,8,3,J Guzmán Mansilla
2025-09-24,Getafe,Alaves,2,3,2,7,A Quintero González
2025-09-23,Levante,Real Madrid,1,1,1,7,I Díaz de Mera Escuderos
2025-09-25,Osasuna,Elche,2,2,2,3,A Cordero Vega
2025-09-25,Real Oviedo,Barcelona,1,0,6,9,M Ortiz Arias
2025-09-24,Sociedad,Mallorca,2,2,11,2,I Galech Apezteguía
2025-09-23,Sevilla,Villarreal,2,3,3,3,C Soto Grado
2025-09-27,Ath Madrid,Real Madrid,5,4,7,2,Javier Alberola Rojas
2025-09-28,Barcelona,Sociedad,1,2,12,1,A Hernández Hernández
2025-09-28,Elche,Celta,3,3,7,2,G Cuadra Fernández
2025-09-27,Getafe,Levante,4,3,6,2,M Busquets Ferrer
2025-09-26,Girona,Espanol,0,1,8,4,F Hernández Maeso
2025-09-27,Mallorca,Alaves,2,3,4,8,A Cordero Vega
2025-09-28,Vallecano,Sevilla,4,2,12,4,J Gil Manzano
2025-09-28,Betis,Osasuna,0,1,5,5,V García Verdura
2025-09-30,Valencia,Real Oviedo,1,5,5,4,R De Burgos Bengoetxea
2025-09-27,Villarreal,Ath Bilbao,2,0,6,5,M Sesma Espinosa
2025-10-04,Ath Bilbao,Mallorca,4,7,7,2,A Quintero González
2025-10-05,Celta,Ath Madrid,1,4,6,3,C Soto Grado
2025-10-05,Alaves,Elche,3,2,14,4,M Ortiz Arias
2025-10-05,Espanol,Betis,2,6,10,5,I Galech Apezteguía
2025-10-04,Girona,Valencia,6,1,0,7,I Díaz de Mera Escuderos
2025-10-03,Osasuna,Getafe,1,4,1,6,Javier Alberola Rojas
2025-10-04,Real Madrid,Villarreal,2,5,4,0,G Cuadra Fernández
2025-10-04,Real Oviedo,Levante,2,2,9,3,J Munuera Montero
2025-10-05,Sociedad,Vallecano,1,2,7,5,J Guzmán Mansilla
2025-10-05,Sevilla,Barcelona,7,5,7,6,A Muñíz Ruiz
2025-10-18,Ath Madrid,Osasuna,1,3,4,2,R De Burgos Bengoetxea
2025-10-18,Barcelona,Girona,2,2,11,5,J Gil Manzano
2025-10-19,Celta,Sociedad,5,3,1,10,J Martínez Munuera
2025-10-20,Alaves,Valencia,1,2,7,0,I Galech Apezteguía
2025-10-19,Elche,Ath Bilbao,2,3,6,2,J Guzmán Mansilla
2025-10-19,Getafe,Real Madrid,6,1,1,4,J Munuera Montero
2025-10-19,Levante,Vallecano,0,1,11,4,M Sesma Espinosa
2025-10-17,Real Oviedo,Espanol,2,1,3,5,M Busquets Ferrer
2025-10-18,Sevilla,Mallorca,2,1,9,2,V García Verdura
2025-10-18,Villarreal,Betis,1,1,5,6,F Hernández Maeso
2025-10-25,Ath Bilbao,Getafe,2,3,1,5,I Díaz de Mera Escuderos
2025-10-25,Espanol,Elche,4,2,4,2,R De Burgos Bengoetxea
2025-10-25,Girona,Real Oviedo,4,3,11,4,A Muñíz Ruiz
2025-10-26,Mallorca,Levante,3,2,5,4,M Ortiz Arias
2025-10-26,Osasuna,Celta,3,4,5,2,A Hernández Hernández
2025-10-26,Vallecano,Alaves,1,3,7,5,V García Verdura
2025-10-27,Betis,Ath Madrid,2,1,2,5,J Martínez Munuera
2025-10-26,Real Madrid,Barcelona,6,6,12,4,C Soto Grado
2025-10-24,Sociedad,Sevilla,1,3,1,9,A Cordero Vega
2025-10-25,Valencia,Villarreal,2,4,7,5,Javier Alberola Rojas
2025-11-01,Ath Madrid,Sevilla,0,3,9,4,F Hernández Maeso
2025-11-02,Barcelona,Elche,0,1,6,3,M Sesma Espinosa
2025-11-02,Alaves,Espanol,5,2,1,6,G Cuadra Fernández
2025-10-31,Getafe,Girona,1,2,8,3,J Sánchez Martínez
2025-11-02,Levante,Celta,3,3,4,4,A Quintero González
2025-11-02,Betis,Mallorca,0,3,4,5,J Gil Manzano
2025-11-01,Real Madrid,Valencia,1,1,7,1,M Busquets Ferrer
2025-11-03,Real Oviedo,Osasuna,3,1,4,2,J Guzmán Mansilla
2025-11-01,Sociedad,Ath Bilbao,2,3,6,2,J Munuera Montero
2025-11-01,Villarreal,Vallecano,1,1,3,5,I Galech Apezteguía
2025-11-09,Ath Bilbao,Real Oviedo,1,1,7,4,C Soto Grado
2025-11-08,Ath Madrid,Levante,3,1,21,4,J Gil Manzano
2025-11-09,Celta,Barcelona,1,6,2,5,Javier Alberola Rojas
2025-11-07,Elche,Sociedad,1,3,1,3,I Díaz de Mera Escuderos
2025-11-08,Espanol,Villarreal,0,2,4,2,A Hernández Hernández
2025-11-08,Girona,Alaves,0,3,6,1,A Cordero Vega
2025-11-09,Mallorca,Getafe,0,2,1,14,R De Burgos Bengoetxea
2025-11-09,Vallecano,Real Madrid,3,2,5,8,J Martínez Munuera
2025-11-08,Sevilla,Osasuna,5,3,5,6,M Ortiz Arias
2025-11-09,Valencia,Betis,4,4,7,2,V García Verdura
2025-11-22,Barcelona,Ath Bilbao,0,3,5,7,J Sánchez Martínez
2025-11-22,Alaves,Celta,2,2,4,2,J Martínez Munuera
2025-11-23,Elche,Real Madrid,5,1,2,8,F Hernández Maeso
2025-11-24,Espanol,Sevilla,4,1,4,13,M Sesma Espinosa
2025-11-23,Getafe,Ath Madrid,2,3,6,7,G Cuadra Fernández
2025-11-22,Osasuna,Sociedad,4,2,3,3,M Busquets Ferrer
2025-11-23,Betis,Girona,4,4,8,0,I Galech Apezteguía
2025-11-23,Real Oviedo,Vallecano,2,3,5,6,A Quintero González
2025-11-21,Valencia,Levante,4,4,7,0,A Muñíz Ruiz
2025-11-22,Villarreal,Mallorca,2,2,3,1,J Guzmán Mansilla
2025-11-29,Ath Madrid,Real Oviedo,0,1,7,2,V García Verdura
2025-11-29,Barcelona,Alaves,2,3,5,4,M Ortiz Arias
2025-11-30,Celta,Espanol,1,2,4,3,I Díaz de Mera Escuderos
2025-11-28,Getafe,Elche,2,2,3,5,A Hernández Hernández
2025-11-30,Girona,Real Madrid,3,0,2,5,R De Burgos Bengoetxea
2025-11-29,Levante,Ath Bilbao,3,2,4,2,A Cordero Vega
2025-11-29,Mallorca,Osasuna,3,4,2,8,J Gil Manzano
2025-12-01,Vallecano,Valencia,1,1,10,5,Javier Alberola Rojas
2025-11-30,Sociedad,Villarreal,4,8,8,2,C Soto Grado
2025-11-30,Sevilla,Betis,3,3,6,4,J Munuera Montero
2025-12-06,Ath Bilbao,Ath Madrid,3,2,5,6,A Muñíz Ruiz
2025-12-06,Alaves,Sociedad,2,2,5,8,Javier Alberola Rojas
2025-12-07,Elche,Girona,0,3,2,2,M Sesma Espinosa
2025-12-07,Espanol,Vallecano,5,9,6,2,J Sánchez Martínez
2025-12-08,Osasuna,Levante,2,2,3,3,J Guzmán Mansilla
2025-12-06,Betis,Barcelona,4,2,7,7,F Hernández Maeso
2025-12-07,Real Madrid,Celta,9,1,8,1,A Quintero González
2025-12-05,Real Oviedo,Mallorca,4,1,8,5,I Galech Apezteguía
2025-12-07,Valencia,Sevilla,3,6,2,2,G Cuadra Fernández
2025-12-06,Villarreal,Getafe,2,5,5,3,M Busquets Ferrer
2025-12-13,Ath Madrid,Valencia,3,1,5,7,C Soto Grado
2025-12-13,Barcelona,Osasuna,0,3,14,1,A Cordero Vega
2025-12-14,Celta,Ath Bilbao,3,2,1,4,A Hernández Hernández
2025-12-14,Alaves,Real Madrid,3,1,5,7,V García Verdura
2025-12-13,Getafe,Espanol,5,1,6,4,J Gil Manzano
2026-02-18,Levante,Villarreal,3,4,3,2,J Martínez Munuera
2025-12-13,Mallorca,Elche,3,0,1,1,J Munuera Montero
2025-12-15,Vallecano,Betis,4,1,8,3,R De Burgos Bengoetxea
2025-12-12,Sociedad,Girona,1,2,4,3,M Ortiz Arias
2025-12-14,Sevilla,Real Oviedo,1,3,5,3,I Díaz de Mera Escuderos
2025-12-22,Ath Bilbao,Espanol,5,2,8,4,M Busquets Ferrer
2025-12-21,Elche,Vallecano,3,2,4,5,A Cordero Vega
2025-12-21,Girona,Ath Madrid,2,0,3,4,J Guzmán Mansilla
2025-12-20,Levante,Sociedad,6,2,7,10,G Cuadra Fernández
2025-12-20,Osasuna,Alaves,2,2,9,0,C Soto Grado
2025-12-21,Betis,Getafe,0,1,7,5,M Sesma Espinosa
2025-12-20,Real Madrid,Sevilla,2,7,6,5,A Muñíz Ruiz
2025-12-20,Real Oviedo,Celta,2,1,4,3,F Hernández Maeso
2025-12-19,Valencia,Mallorca,2,3,12,3,A Quintero González
2025-12-21,Villarreal,Barcelona,2,1,5,10,Javier Alberola Rojas
2026-01-03,Celta,Valencia,1,3,2,4,R De Burgos Bengoetxea
2026-01-04,Alaves,Real Oviedo,4,4,6,7,J Gil Manzano
2026-01-03,Elche,Villarreal,3,3,6,2,I Díaz de Mera Escuderos
2026-01-03,Espanol,Barcelona,1,0,5,7,V García Verdura
2026-01-04,Mallorca,Girona,2,1,3,6,Javier Alberola Rojas
2026-01-03,Osasuna,Ath Bilbao,3,3,1,9,J Munuera Montero
2026-01-02,Vallecano,Getafe,3,4,3,2,M Ortiz Arias
2026-01-04,Real Madrid,Betis,1,1,5,8,A Hernández Hernández
2026-01-04,Sociedad,Ath Madrid,3,2,6,6,J Martínez Munuera
2026-01-04,Sevilla,Levante,3,4,5,1,I Galech Apezteguía
2025-12-03,Ath Bilbao,Real Madrid,2,0,5,7,J Gil Manzano
2025-12-02,Barcelona,Ath Madrid,1,1,5,4,R De Burgos Bengoetxea
2026-01-09,Getafe,Sociedad,2,1,2,4,F Hernández Maeso
2026-01-10,Girona,Osasuna,3,6,2,1,A Hernández Hernández
2026-01-11,Levante,Espanol,0,1,4,3,C Soto Grado
2026-01-11,Vallecano,Mallorca,2,5,6,5,J Martínez Munuera
2026-01-10,Real Oviedo,Betis,3,1,5,2,G Cuadra Fernández
2026-01-12,Sevilla,Celta,3,3,6,1,J Sánchez Martínez
2026-01-10,Valencia,Elche,2,3,8,6,M Ortiz Arias
2026-01-10,Villarreal,Alaves,0,2,1,6,A Muñíz Ruiz
2026-01-18,Ath Madrid,Alaves,1,1,6,6,G Cuadra Fernández
2026-01-18,Celta,Vallecano,4,4,5,7,M Busquets Ferrer
2026-01-19,Elche,Sevilla,3,1,9,7,R De Burgos Bengoetxea
2026-01-16,Espanol,Girona,5,5,5,4,I Galech Apezteguía
2026-01-18,Getafe,Valencia,2,4,9,3,I Díaz de Mera Escuderos
2026-01-17,Mallorca,Ath Bilbao,1,7,3,7,J Guzmán Mansilla
2026-01-17,Osasuna,Real Oviedo,2,4,3,6,A Quintero González
2026-01-17,Betis,Villarreal,3,3,2,3,V García Verdura
2026-01-17,Real Madrid,Levante,2,1,8,0,M Sesma Espinosa
2026-01-18,Sociedad,Barcelona,4,4,6,8,J Gil Manzano
2026-01-25,Ath Madrid,Mallorca,2,1,10,3,J Sánchez Martínez
2026-01-25,Barcelona,Real Oviedo,1,2,10,1,J Martínez Munuera
2026-01-25,Alaves,Betis,1,1,6,4,M Ortiz Arias
2026-01-26,Girona,Getafe,5,3,3,4,A Quintero González
2026-01-23,Levante,Elche,2,3,9,1,J Munuera Montero
2026-01-24,Vallecano,Osasuna,2,2,4,3,M Sesma Espinosa
2026-01-25,Sociedad,Celta,2,1,2,9,Javier Alberola Rojas
2026-01-24,Sevilla,Ath Bilbao,2,1,5,5,F Hernández Maeso
2026-01-24,Valencia,Espanol,1,5,2,7,A Hernández Hernández
2026-01-24,Villarreal,Real Madrid,3,1,6,6,C Soto Grado
2026-02-01,Ath Bilbao,Sociedad,4,3,6,3,G Cuadra Fernández
2026-01-31,Elche,Barcelona,2,1,2,8,A Muñíz Ruiz
2026-01-30,Espanol,Alaves,0,1,4,2,M Sesma Espinosa
2026-02-01,Getafe,Celta,1,2,5,3,I Galech Apezteguía
2026-01-31,Levante,Ath Madrid,2,1,4,7,V García Verdura
2026-02-02,Mallorca,Sevilla,1,1,4,8,C Soto Grado
2026-01-31,Osasuna,Villarreal,2,2,6,2,R De Burgos Bengoetxea
2026-02-01,Betis,Valencia,0,4,3,5,J Sánchez Martínez
2026-02-01,Real Madrid,Vallecano,2,10,9,4,I Díaz de Mera Escuderos
2026-01-31,Real Oviedo,Girona,1,1,4,4,Javier Alberola Rojas
2026-02-08,Ath Bilbao,Levante,2,2,4,3,A Muñíz Ruiz
2026-02-08,Ath Madrid,Betis,3,1,7,3,M Busquets Ferrer
2026-02-07,Barcelona,Mallorca,0,0,12,3,A Quintero González
2026-02-06,Celta,Osasuna,2,2,7,3,J Munuera Montero
2026-02-08,Alaves,Getafe,2,4,6,3,J Martínez Munuera
2026-03-04,Vallecano,Real Oviedo,1,2,12,2,A Hernández Hernández
2026-02-07,Sociedad,Elche,0,4,2,4,J Guzmán Mansilla
2026-02-08,Sevilla,Girona,3,3,5,7,J Gil Manzano
2026-02-08,Valencia,Real Madrid,1,1,5,8,Javier Alberola Rojas
2026-02-09,Villarreal,Espanol,3,3,5,8,A Cordero Vega
2026-02-13,Elche,Osasuna,2,4,10,3,J Sánchez Martínez
2026-02-14,Espanol,Celta,1,0,2,2,G Cuadra Fernández
2026-02-14,Getafe,Villarreal,2,3,3,4,M Sesma Espinosa
2026-02-16,Girona,Barcelona,2,3,3,7,C Soto Grado
2026-02-15,Levante,Valencia,4,2,3,2,M Ortiz Arias
2026-02-15,Mallorca,Betis,4,3,7,3,I Díaz de Mera Escuderos
2026-02-15,Vallecano,Ath Madrid,1,3,4,8,R De Burgos Bengoetxea
2026-02-14,Real Madrid,Sociedad,1,1,4,6,F Hernández Maeso
2026-02-15,Real Oviedo,Ath Bilbao,2,3,2,3,M Busquets Ferrer
2026-02-14,Sevilla,Alaves,7,0,0,3,I Galech Apezteguía
2026-02-20,Ath Bilbao,Elche,3,4,4,1,A Hernández Hernández
2026-02-21,Ath Madrid,Espanol,0,1,5,3,A Muñíz Ruiz
2026-02-22,Barcelona,Levante,2,1,13,6,Javier Alberola Rojas
2026-02-22,Celta,Mallorca,1,5,7,2,J Guzmán Mansilla
2026-02-23,Alaves,Girona,2,2,7,6,A Cordero Vega
2026-02-22,Getafe,Sevilla,2,1,2,2,M Busquets Ferrer
2026-02-21,Osasuna,Real Madrid,2,4,3,7,A Quintero González
2026-02-21,Betis,Vallecano,4,3,3,5,J Martínez Munuera
2026-02-21,Sociedad,Real Oviedo,2,1,7,6,J Munuera Montero
2026-02-22,Villarreal,Valencia,2,4,5,4,J Gil Manzano
2026-02-28,Barcelona,Villarreal,2,1,3,2,I Díaz de Mera Escuderos
2026-03-01,Elche,Espanol,1,7,3,1,I Galech Apezteguía
2026-03-01,Girona,Celta,2,2,10,6,M Ortiz Arias
2026-02-27,Levante,Alaves,1,7,10,6,F Hernández Maeso
2026-02-28,Mallorca,Sociedad,0,2,3,7,M Sesma Espinosa
2026-02-28,Vallecano,Ath Bilbao,2,3,5,4,V García Verdura
2026-03-01,Betis,Sevilla,3,3,4,3,R De Burgos Bengoetxea
2026-03-02,Real Madrid,Getafe,5,7,10,2,A Muñíz Ruiz
2026-02-28,Real Oviedo,Ath Madrid,2,2,8,3,C Soto Grado
2026-03-01,Valencia,Osasuna,2,4,5,4,A Cordero Vega
2026-03-07,Ath Bilbao,Barcelona,2,1,2,4,J Munuera Montero
2026-03-07,Ath Madrid,Sociedad,1,1,8,1,A Cordero Vega
2026-03-06,Celta,Real Madrid,1,2,1,6,I Díaz de Mera Escuderos
2026-03-09,Espanol,Real Oviedo,3,2,8,0,Javier Alberola Rojas
2026-03-08,Getafe,Betis,3,2,3,8,F Hernández Maeso
2026-03-07,Levante,Girona,3,2,2,3,G Cuadra Fernández
2026-03-07,Osasuna,Mallorca,3,6,8,0,A Hernández Hernández
2026-03-08,Sevilla,Vallecano,1,3,6,2,A Muñíz Ruiz
2026-03-08,Valencia,Alaves,1,8,10,2,J Guzmán Mansilla
2026-03-08,Villarreal,Elche,1,2,4,6,V García Verdura
2026-03-14,Ath Madrid,Getafe,3,4,10,3,M Ortiz Arias
2026-03-15,Barcelona,Sevilla,0,1,3,4,J Martínez Munuera
2026-03-13,Alaves,Villarreal,4,1,5,2,A Quintero González
2026-03-14,Girona,Ath Bilbao,0,2,2,9,I Galech Apezteguía
2026-03-15,Mallorca,Espanol,3,4,5,6,R De Burgos Bengoetxea
2026-03-16,Vallecano,Levante,4,5,5,6,C Soto Grado
2026-03-15,Betis,Celta,3,3,3,4,J Sánchez Martínez
2026-03-14,Real Madrid,Elche,1,3,5,4,J Gil Manzano
2026-03-14,Real Oviedo,Valencia,3,2,4,7,M Sesma Espinosa
2026-03-15,Sociedad,Osasuna,3,0,3,5,G Cuadra Fernández
2026-03-22,Ath Bilbao,Betis,1,1,6,5,A Muñíz Ruiz
2026-03-22,Barcelona,Vallecano,3,4,6,9,A Cordero Vega
2026-03-22,Celta,Alaves,2,2,4,1,M Sesma Espinosa
2026-03-21,Elche,Mallorca,2,3,2,2,Javier Alberola Rojas
2026-03-21,Espanol,Getafe,2,7,12,9,I Díaz de Mera Escuderos
2026-03-21,Levante,Real Oviedo,2,3,3,1,J Gil Manzano
2026-03-21,Osasuna,Girona,2,1,6,2,J Guzmán Mansilla
2026-03-22,Real Madrid,Ath Madrid,2,4,4,1,J Munuera Montero
2026-03-21,Sevilla,Valencia,2,1,1,3,V García Verdura
2026-03-20,Villarreal,Sociedad,0,2,4,5,M Ortiz Arias
2026-04-04,Ath Madrid,Barcelona,7,3,1,9,M Busquets Ferrer
2026-04-05,Alaves,Osasuna,2,7,7,1,C Soto Grado
2026-04-05,Getafe,Ath Bilbao,3,1,4,3,J Martínez Munuera
2026-04-06,Girona,Villarreal,2,2,7,4,A Cordero Vega
2026-04-04,Mallorca,Real Madrid,4,2,6,4,J Sánchez Martínez
2026-04-03,Vallecano,Elche,0,5,9,4,J Munuera Montero
2026-04-04,Betis,Espanol,1,3,4,3,G Cuadra Fernández
2026-04-05,Real Oviedo,Sevilla,5,4,5,9,A Hernández Hernández
2026-04-04,Sociedad,Levante,2,3,11,5,A Muñíz Ruiz
2026-04-05,Valencia,Celta,1,3,6,0,I Galech Apezteguía
2026-04-12,Ath Bilbao,Villarreal,2,3,15,3,J Guzmán Mansilla
2026-04-11,Barcelona,Espanol,3,6,7,5,A Hernández Hernández
2026-04-12,Celta,Real Oviedo,1,2,4,1,M Ortiz Arias
2026-04-11,Elche,Valencia,1,1,5,9,F Hernández Maeso
2026-04-13,Levante,Getafe,2,7,8,2,A Quintero González
2026-04-12,Mallorca,Vallecano,1,4,6,7,J Gil Manzano
2026-04-12,Osasuna,Betis,3,4,6,3,M Sesma Espinosa
2026-04-10,Real Madrid,Girona,2,1,10,1,Javier Alberola Rojas
2026-04-11,Sociedad,Alaves,3,4,9,5,V García Verdura
2026-04-11,Sevilla,Ath Madrid,4,4,6,6,I Díaz de Mera Escuderos
2026-04-25,Ath Madrid,Ath Bilbao,0,0,3,4,J Gil Manzano
2026-04-25,Alaves,Mallorca,2,1,9,4,Javier Alberola Rojas
2026-04-27,Espanol,Levante,4,3,4,4,M Busquets Ferrer
2026-04-25,Getafe,Barcelona,2,2,6,3,F Hernández Maeso
2026-04-26,Osasuna,Sevilla,2,2,4,4,M Ortiz Arias
2026-04-26,Vallecano,Sociedad,7,4,6,4,J Guzmán Mansilla
2026-04-24,Betis,Real Madrid,1,2,7,6,C Soto Grado
2026-04-26,Real Oviedo,Elche,2,1,6,1,J Sánchez Martínez
2026-04-25,Valencia,Girona,2,2,4,4,A Muñíz Ruiz
2026-04-26,Villarreal,Celta,3,6,7,5,A Quintero González
2026-04-21,Ath Bilbao,Osasuna,4,2,5,4,V García Verdura
2026-04-22,Barcelona,Celta,1,1,5,3,J Munuera Montero
2026-04-22,Elche,Ath Madrid,2,4,13,3,G Cuadra Fernández
2026-04-21,Girona,Betis,1,3,3,1,I Galech Apezteguía
2026-04-23,Levante,Sevilla,3,4,3,6,J Sánchez Martínez
2026-04-21,Mallorca,Valencia,0,2,7,4,C Soto Grado
2026-04-23,Vallecano,Espanol,2,4,6,5,A Cordero Vega
2026-04-21,Real Madrid,Alaves,1,1,9,6,J Martínez Munuera
2026-04-23,Real Oviedo,Villarreal,1,1,7,0,R De Burgos Bengoetxea
2026-04-22,Sociedad,Getafe,4,5,6,3,M Busquets Ferrer
2026-05-03,Celta,Elche,2,1,4,2,R De Burgos Bengoetxea
2026-05-02,Alaves,Ath Bilbao,4,3,4,7,A Quintero González
2026-05-03,Espanol,Real Madrid,3,4,5,6,J Gil Manzano
2026-05-03,Getafe,Vallecano,3,5,4,1,M Sesma Espinosa
2026-05-01,Girona,Mallorca,4,2,5,2,F Hernández Maeso
2026-05-02,Osasuna,Barcelona,2,2,3,7,I Díaz de Mera Escuderos
2026-05-03,Betis,Real Oviedo,0,0,5,4,A Cordero Vega
2026-05-04,Sevilla,Sociedad,2,1,3,3,J Martínez Munuera
2026-05-02,Valencia,Ath Madrid,1,3,1,7,J Munuera Montero
2026-05-02,Villarreal,Levante,3,1,7,3,A Hernández Hernández
2026-05-10,Ath Bilbao,Valencia,2,3,13,5,M Ortiz Arias
2026-05-09,Ath Madrid,Celta,1,2,10,0,I Galech Apezteguía
2026-05-10,Barcelona,Real Madrid,2,4,4,8,A Hernández Hernández
2026-05-09,Elche,Alaves,3,6,7,3,M Busquets Ferrer
2026-05-08,Levante,Osasuna,2,1,15,1,J Munuera Montero
2026-05-10,Mallorca,Villarreal,2,0,5,4,V García Verdura
2026-05-11,Vallecano,Girona,1,1,9,5,G Cuadra Fernández
2026-05-10,Real Oviedo,Getafe,4,3,1,9,C Soto Grado
2026-05-09,Sociedad,Betis,2,4,4,3,A Muñíz Ruiz
2026-05-09,Sevilla,Espanol,5,5,4,6,Javier Alberola Rojas
2026-05-12,Celta,Levante,0,2,4,4,A Cordero Vega
2026-05-13,Alaves,Barcelona,1,2,6,4,J Sánchez Martínez
2026-05-13,Espanol,Ath Bilbao,0,0,8,9,F Hernández Maeso
2026-05-13,Getafe,Mallorca,3,4,3,3,J Martínez Munuera
2026-05-14,Girona,Sociedad,2,7,6,3,M Sesma Espinosa
2026-05-12,Osasuna,Ath Madrid,6,6,8,4,J Guzmán Mansilla
2026-05-12,Betis,Elche,3,4,8,1,I Díaz de Mera Escuderos
2026-05-14,Real Madrid,Real Oviedo,0,0,4,5,R De Burgos Bengoetxea
2026-05-14,Valencia,Vallecano,1,1,5,1,A Quintero González
2026-05-13,Villarreal,Sevilla,2,1,6,4,M Busquets Ferrer
2026-05-17,Ath Bilbao,Celta,2,2,5,0,I Díaz de Mera Escuderos
2026-05-17,Ath Madrid,Girona,2,0,9,8,A Muñíz Ruiz
2026-05-17,Barcelona,Betis,1,0,6,4,G Cuadra Fernández
2026-05-17,Elche,Getafe,3,2,4,0,V García Verdura
2026-05-17,Levante,Mallorca,3,2,4,6,Javier Alberola Rojas
2026-05-17,Osasuna,Espanol,1,2,9,2,M Ortiz Arias
2026-05-17,Vallecano,Villarreal,2,1,1,9,R De Burgos Bengoetxea
